provincia_nombre,delito_descripcion,caso_fecha_inicio,autor_genero
Mendoza,Robo,2020-02-23,M
Mendoza,Robo,2021-02-16,M
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Lesiones leves,2021-02-17,M
Mendoza,Lesiones leves,2021-02-17,M
Mendoza,Lesiones leves,2021-02-17,M
Mendoza,Lesiones leves,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Hurto,2021-02-17,M
Mendoza,Hurto,2021-02-17,M
Mendoza,Daños de una cosa mueble o inmueble o un animal,2021-02-17,F
Mendoza,Daños de una cosa mueble o inmueble o un animal,2021-02-17,M
Mendoza,Daños de una cosa mueble o inmueble o un animal,2021-02-17,F
Mendoza,Daños de una cosa mueble o inmueble o un animal,2021-02-17,F
Mendoza,Daños de una cosa mueble o inmueble o un animal,2021-02-17,F
Mendoza,Daños de una cosa mueble o inmueble o un animal,2021-02-17,F
Mendoza,Daños de una cosa mueble o inmueble o un animal,2021-02-17,F
Mendoza,Daños de una cosa mueble o inmueble o un animal,2021-02-17,F
Mendoza,Daños de una cosa mueble o inmueble o un animal,2021-02-17,F
Mendoza,Daños de una cosa mueble o inmueble o un animal,2021-02-17,F
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,F
Mendoza,Robo,2021-02-17,F
Mendoza,Robo,2021-02-17,F
Mendoza,Lesiones leves,2021-02-17,M
Mendoza,Violación de domicilio,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Lesiones graves - Art. 90,2017-02-20,F
Mendoza,Amenazas,2020-02-23,F
Mendoza,Resistencia o desobediencia a un funcionario público,2021-02-17,M
Mendoza,Resistencia o desobediencia a un funcionario público,2021-02-17,M
Mendoza,Resistencia o desobediencia a un funcionario público,2021-02-17,M
Mendoza,Amenazas,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Amenazas,2020-02-24,F
Mendoza,Desobediencia a la autoridad,2020-02-24,M
Mendoza,Amenazas,2021-02-17,M
Mendoza,Amenazas,2021-02-17,M
Mendoza,Desobediencia a la autoridad,2021-02-17,M
Mendoza,Desobediencia a la autoridad,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Amenazas,2021-02-17,M
Mendoza,Privación ilegítima de la libertad - Art. 141,2021-02-17,F
Mendoza,Amenazas,2021-02-17,M
Mendoza,"Sustracción, retención y ocultamiento de menores - Art. 146",2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Hurto,2021-02-17,M
Mendoza,Hurto,2021-02-17,M
Mendoza,Hurto,2021-02-17,M
Mendoza,Lesiones leves,2021-02-17,F
Mendoza,Amenazas,2021-02-17,M
Mendoza,Hurto,2021-02-17,M
Mendoza,Hurto,2021-02-17,M
Mendoza,Amenazas,2021-02-17,M
Mendoza,Amenazas,2021-02-17,M
Mendoza,Privación ilegítima de la libertad - Art. 141,2021-02-17,M
Mendoza,Amenazas,2021-02-17,M
Mendoza,Hurto,2021-02-17,M
Mendoza,Hurto,2021-02-17,M
Mendoza,Hurto,2021-02-17,M
Mendoza,Hurto,2021-02-17,M
Mendoza,Amenazas,2021-02-17,F
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Daños de una cosa mueble o inmueble o un animal,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Robo,2021-02-17,M
Mendoza,Amenazas,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Desobediencia a la autoridad,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Encubrimiento,2021-02-17,M
Mendoza,Amenazas,2019-03-07,M
Mendoza,Estafa,2021-02-17,M
Mendoza,Ciberacoso sexual infantil (Grooming -atentado c/integ.sexual de menores por medios informáticos) - Art. 131,2021-02-17,M
Mendoza,Desobediencia a la autoridad,2021-02-17,M
Mendoza,Desobediencia a la autoridad,2021-02-17,M
Mendoza,Desobediencia a la autoridad,2021-02-17,M
Mendoza,Desobediencia a la autoridad,2021-02-17,M
Mendoza,Hurto,2021-02-17,M
Mendoza,Hurto,2021-02-17,M
Mendoza,Lesiones leves,2021-02-17,F
Mendoza,Hurto,2021-02-17,M
Mendoza,Hurto,2021-02-17,M
Mendoza,Lesiones leves,2020-02-25,M
Mendoza,Desobediencia a la autoridad,2021-02-17,M
Mendoza,Abuso sexual,2021-02-18,M
Mendoza,Hurto,2021-02-18,M
Mendoza,Hurto,2021-02-18,M
Mendoza,Robo,2021-02-18,M
Mendoza,Robo,2021-02-18,M
Mendoza,Robo,2021-02-18,F
Mendoza,Amenazas,2019-03-03,M
Mendoza,Hurto,2021-02-18,M
Mendoza,Hurto,2021-02-18,M
Mendoza,Hurto,2021-02-18,M
Mendoza,Hurto,2021-02-18,F
Mendoza,Hurto,2021-02-18,F
Mendoza,Hurto,2021-02-18,F
Mendoza,Hurto,2021-02-18,M
Mendoza,Hurto,2021-02-18,M
Mendoza,Hurto,2021-02-18,M
Mendoza,"Tenencia ilegal de arma de uso civil - Art. 189 bis, Inciso 2, Parte 1",2018-02-28,M
Mendoza,"Portación ilegal de armas de uso civil - Art. 189 bis, Inciso 2, Parte 3",2021-02-18,M
Mendoza,"Portación ilegal de armas de uso civil - Art. 189 bis, Inciso 2, Parte 3",2021-02-18,M
Mendoza,"Portación ilegal de armas de uso civil - Art. 189 bis, Inciso 2, Parte 3",2021-02-18,M
Mendoza,"Tenencia ilegal de arma de guerra - Art. 189 bis, Inciso 2, Parte 2",2021-02-18,M
Mendoza,"Tenencia ilegal de arma de guerra - Art. 189 bis, Inciso 2, Parte 2",2021-02-18,M
Mendoza,"Tenencia ilegal de arma de guerra - Art. 189 bis, Inciso 2, Parte 2",2021-02-18,M
Mendoza,Amenazas,2021-02-18,M
Mendoza,Robo,2021-02-18,M
Mendoza,Robo,2021-02-18,M
Mendoza,Robo,2021-02-18,F
Mendoza,Robo,2021-02-18,F
Mendoza,Robo,2021-02-18,M
Mendoza,Robo,2021-02-18,M
Mendoza,Robo,2021-02-18,M
Mendoza,Robo,2021-02-18,M
Mendoza,Robo,2021-02-18,M
Mendoza,Robo,2021-02-18,M
Mendoza,Robo,2021-02-18,M
Mendoza,Lesiones graves calificadas (art.90 en fc.92),2018-03-03,M
Mendoza,Lesiones graves calificadas (art.90 en fc.92),2018-03-03,M
Mendoza,Encubrimiento,2021-02-18,M
Mendoza,Amenazas,2021-02-18,M
Mendoza,Hurto,2021-02-18,M
Mendoza,Hurto,2021-02-18,M
Mendoza,Amenazas,2020-02-26,M
Mendoza,Lesiones leves,2021-02-18,F
Mendoza,Lesiones leves,2021-02-18,F
Mendoza,Robo,2021-02-18,M
Mendoza,Robo,2021-02-18,M
Mendoza,Robo,2021-02-18,M
Mendoza,Robo,2021-02-18,M
Mendoza,Robo,2021-02-18,M
Mendoza,Robo,2021-02-18,M
Mendoza,Robo,2021-02-18,M
Mendoza,Robo,2021-02-18,M
Mendoza,Robo,2021-02-18,M
Mendoza,Robo,2021-02-18,M
Mendoza,Amenazas,2018-03-01,M
Mendoza,Usurpación,2019-03-06,M
Mendoza,Usurpación,2019-03-06,F
Mendoza,Robo,2021-02-18,M
Mendoza,Robo,2021-02-18,M
Mendoza,Robo,2021-02-18,M
Mendoza,Encubrimiento,2021-02-18,M
Mendoza,Encubrimiento,2021-02-18,M
Mendoza,Amenazas,2021-02-18,M
Mendoza,Encubrimiento,2021-02-18,M
Mendoza,Encubrimiento,2021-02-18,M
Mendoza,Encubrimiento,2021-02-18,M
Mendoza,Coacciones,2021-02-18,M
Mendoza,Lesiones leves,2021-02-18,M
Mendoza,Desobediencia a la autoridad,2021-02-18,M
Mendoza,Amenazas,2018-03-03,M
Mendoza,Amenazas,2018-03-03,M
Mendoza,Amenazas,2018-03-03,M
Mendoza,Amenazas,2018-03-03,M
Mendoza,Amenazas,2018-03-03,M
Mendoza,Amenazas,2018-03-03,M
Mendoza,Amenazas,2018-03-03,M
Mendoza,Amenazas,2018-03-03,M
Mendoza,Uso de documento falsificado o adulterado - Art. 296,2021-02-18,M
Mendoza,Lesiones leves,2020-02-26,M
Mendoza,Desobediencia a la autoridad,2021-02-18,M
Mendoza,Desobediencia a la autoridad,2021-02-18,M
Mendoza,Amenazas,2021-02-18,M
Mendoza,Amenazas,2021-02-18,M
Mendoza,Amenazas,2021-02-18,M
Mendoza,Robo,2021-02-19,F
Mendoza,Robo,2021-02-19,F
Mendoza,Robo,2021-02-19,F
Mendoza,Robo,2021-02-19,F
Mendoza,Robo,2021-02-19,F
Mendoza,Robo,2021-02-19,F
Mendoza,Lesiones leves,2021-02-19,M
Mendoza,Lesiones leves,2021-02-19,M
Mendoza,Hurto,2021-02-19,M
Mendoza,Hurto,2021-02-19,M
Mendoza,Hurto,2021-02-19,M
Mendoza,Hurto,2021-02-19,M
Mendoza,Amenazas,2021-02-19,M
Mendoza,"Portación ilegal de armas de uso civil - Art. 189 bis, Inciso 2, Parte 3",2021-02-19,M
Mendoza,"Portación ilegal de armas de uso civil - Art. 189 bis, Inciso 2, Parte 3",2021-02-19,M
Mendoza,Estafa,2021-02-19,M
Mendoza,Estafa,2021-02-19,M
Mendoza,Robo,2021-02-19,M
Mendoza,"Tenencia ilegal de arma de guerra - Art. 189 bis, Inciso 2, Parte 2",2021-02-19,M
Mendoza,"Tenencia ilegal de arma de guerra - Art. 189 bis, Inciso 2, Parte 2",2021-02-19,M
Mendoza,"Tenencia ilegal de arma de guerra - Art. 189 bis, Inciso 2, Parte 2",2021-02-19,M
Mendoza,Lesiones leves,2021-02-19,M
Mendoza,Lesiones leves,2021-02-19,M
Mendoza,Desobediencia a la autoridad,2020-02-26,M
Mendoza,Lesiones graves agravadas - Art. 92 Parte 2 (circunst del art. 80 en fc del art. 90),2020-02-26,M
Mendoza,Robo,2021-02-19,M
Mendoza,Robo,2021-02-19,M
Mendoza,Robo,2021-02-19,M
Mendoza,Robo,2021-02-19,M
Mendoza,Amenazas,2020-02-26,M
Mendoza,Hurto,2020-02-26,M
Mendoza,Lesiones leves,2021-02-19,M
Mendoza,Lesiones leves,2021-02-19,M
Mendoza,Hurto,2021-02-19,M
Mendoza,Hurto,2021-02-19,M
Mendoza,Hurto,2021-02-19,M
Mendoza,Hurto,2021-02-19,M
Mendoza,Hurto,2021-02-19,M
Mendoza,Cazar animales de la fauna silvestre cuya captura o comercialización estén prohibidas - Ley N° 22421 Art. 25 Párrafo 1,2021-02-19,M
Mendoza,Cazar animales de la fauna silvestre cuya captura o comercialización estén prohibidas - Ley N° 22421 Art. 25 Párrafo 1,2021-02-19,M
Mendoza,Desobediencia a la autoridad,2018-03-02,M
Mendoza,Desobediencia a la autoridad,2018-03-02,M
Mendoza,Hurto,2020-02-26,M
Mendoza,Amenazas,2021-02-19,M
Mendoza,Amenazas,2021-02-19,M
Mendoza,Encubrimiento,2021-02-19,M
Mendoza,Exhibiciones obscenas - Art. 129 párrrafo 1,2021-02-19,M
Mendoza,Encubrimiento,2021-02-19,M
Mendoza,Encubrimiento,2021-02-19,M
Mendoza,Encubrimiento,2021-02-19,M
Mendoza,Encubrimiento,2021-02-19,M
Mendoza,Amenazas,2021-02-19,M
Mendoza,Amenazas,2018-03-06,M
Mendoza,Lesiones graves - Art. 90,2018-02-28,M
Mendoza,Amenazas,2021-02-19,M
Mendoza,Desobediencia a la autoridad,2021-02-19,M
Mendoza,Encubrimiento,2020-02-27,M
Mendoza,Encubrimiento,2020-02-27,M
Mendoza,Hurto,2020-02-27,M
Mendoza,Hurto,2020-02-27,M
Mendoza,Lesiones leves,2021-02-19,M
Mendoza,Lesiones leves,2021-02-19,M
Mendoza,Lesiones leves,2021-02-19,M
Mendoza,Lesiones leves,2021-02-19,M
Mendoza,Lesiones leves,2020-02-27,F
Mendoza,Abuso sexual,2021-02-19,M
Mendoza,Usurpación,2021-02-19,M
Mendoza,Amenazas,2021-02-19,M
Mendoza,Abuso sexual,2017-02-24,M
Mendoza,Robo,2021-02-19,M
Mendoza,Robo,2021-02-19,M
Mendoza,Robo,2021-02-19,M
Mendoza,Robo,2021-02-19,M
Mendoza,Robo,2021-02-19,M
Mendoza,Robo,2021-02-19,M
Mendoza,Lesiones leves,2021-02-19,M
Mendoza,Resistencia o desobediencia a un funcionario público,2021-02-19,M
Mendoza,Resistencia o desobediencia a un funcionario público,2021-02-19,M
Mendoza,Resistencia o desobediencia a un funcionario público,2021-02-19,M
Mendoza,Desobediencia a la autoridad,2021-02-19,F
Mendoza,Cochecho activo - Art. 258,2021-02-19,M
Mendoza,Lesiones leves,2021-02-19,M
Mendoza,Defraudación Inciso 2,2020-02-27,M
Mendoza,Amenazas,2021-02-19,M
Mendoza,Amenazas,2021-02-19,M
Mendoza,Amenazas,2021-02-19,M
Mendoza,Amenazas,2021-02-19,M
Mendoza,Hurto,2021-02-20,M
Mendoza,Amenazas,2021-02-20,M
Mendoza,Hurto,2020-02-27,M
Mendoza,Robo,2021-02-20,M
Mendoza,Robo,2021-02-20,M
Mendoza,Lesiones leves,2021-02-20,M
Mendoza,Lesiones leves,2021-02-20,M
Mendoza,Robo,2021-02-20,M
Mendoza,Robo,2021-02-20,M
Mendoza,Robo,2021-02-20,M
Mendoza,Robo,2021-02-20,M
Mendoza,Robo,2021-02-20,M
Mendoza,Lesiones graves agravadas - Art. 92 Parte 2 (circunst del art. 80 en fc del art. 90),2021-02-20,M
Mendoza,Lesiones graves agravadas - Art. 92 Parte 2 (circunst del art. 80 en fc del art. 90),2021-02-20,M
Mendoza,Lesiones leves,2021-02-20,F
Mendoza,Robo,2021-02-20,M
Mendoza,Robo,2021-02-20,M
Mendoza,Robo,2021-02-20,M
Mendoza,Robo,2021-02-20,M
Mendoza,"Daño ejecutado en cosas de valor científico, cultural, militar o religioso, e instalaciones públicas. - Art. 184 Inciso 5",2021-02-20,M
Mendoza,"Daño ejecutado en cosas de valor científico, cultural, militar o religioso, e instalaciones públicas. - Art. 184 Inciso 5",2021-02-20,M
Mendoza,"Daño ejecutado en cosas de valor científico, cultural, militar o religioso, e instalaciones públicas. - Art. 184 Inciso 5",2021-02-20,M
Mendoza,"Daño ejecutado en cosas de valor científico, cultural, militar o religioso, e instalaciones públicas. - Art. 184 Inciso 5",2021-02-20,M
Mendoza,"Daño ejecutado en cosas de valor científico, cultural, militar o religioso, e instalaciones públicas. - Art. 184 Inciso 5",2021-02-20,M
Mendoza,Hurto,2021-02-20,M
Mendoza,Lesiones leves,2021-02-20,M
Mendoza,Amenazas,2021-02-20,M
Mendoza,Amenazas,2021-02-20,M
Mendoza,Amenazas,2021-02-20,M
Mendoza,Amenazas,2021-02-20,M
Mendoza,Daño con el fin de impedir el libre ejercicio de la autoridad o en venganza de sus determinaciones - Art. 184 Inciso 1,2021-02-20,M
Mendoza,Daño con el fin de impedir el libre ejercicio de la autoridad o en venganza de sus determinaciones - Art. 184 Inciso 1,2021-02-20,M
Mendoza,Lesiones leves,2021-02-20,M
Mendoza,Encubrimiento,2021-02-20,M
Mendoza,Robo,2021-02-20,M
Mendoza,Robo,2021-02-20,M
Mendoza,Resistencia o desobediencia a un funcionario público,2021-02-20,M
Mendoza,Resistencia o desobediencia a un funcionario público,2021-02-20,M
Mendoza,Amenazas,2021-02-20,M
Mendoza,Lesiones leves,2021-02-20,M
Mendoza,Resistencia o desobediencia a un funcionario público,2021-02-20,M
Mendoza,Homicidio,2021-02-20,M
Mendoza,Homicidio,2021-02-20,M
Mendoza,Homicidio,2021-02-20,M
Mendoza,Hurto,2021-02-20,M
Mendoza,Hurto,2021-02-20,M
Mendoza,Hurto,2021-02-20,M
Mendoza,Lesiones leves,2021-02-20,F
Mendoza,Lesiones leves,2021-02-20,F
Mendoza,Lesiones leves,2021-02-20,M
Mendoza,Daños de una cosa mueble o inmueble o un animal,2021-02-20,F
Mendoza,Daños de una cosa mueble o inmueble o un animal,2021-02-20,F
Mendoza,Daños de una cosa mueble o inmueble o un animal,2021-02-20,M
Mendoza,Daños de una cosa mueble o inmueble o un animal,2021-02-20,M
Mendoza,Desobediencia a la autoridad,2021-02-20,M
Mendoza,Lesiones leves,2021-02-20,M
Mendoza,Estafa,2019-03-12,M
Mendoza,Encubrimiento,2021-02-20,M
Mendoza,Lesiones leves,2021-02-20,M
Mendoza,Amenazas,2021-02-20,M
Mendoza,Amenazas,2021-02-20,M
Mendoza,Falsificación o adulteración de documentos privado - Art. 292 Párrafo 1 Parte 2,2021-02-20,M
Mendoza,Falsificación o adulteración de documentos privado - Art. 292 Párrafo 1 Parte 2,2021-02-20,M
Mendoza,Desobediencia a la autoridad,2018-03-01,M
Mendoza,Lesiones leves,2021-02-20,M
Mendoza,"Portación ilegal de armas de uso civil - Art. 189 bis, Inciso 2, Parte 3",2021-02-20,M
Mendoza,Desobediencia a la autoridad,2021-02-20,M
Mendoza,Desobediencia a la autoridad,2021-02-20,M
Mendoza,"Portación ilegal de armas de uso civil - Art. 189 bis, Inciso 2, Parte 3",2021-02-20,M
Mendoza,"Portación ilegal de armas de uso civil - Art. 189 bis, Inciso 2, Parte 3",2021-02-20,M
Mendoza,"Portación ilegal de armas de uso civil - Art. 189 bis, Inciso 2, Parte 3",2021-02-20,M
Mendoza,Lesiones leves,2021-02-20,M
Mendoza,Lesiones leves,2021-02-20,F
Mendoza,Lesiones leves,2021-02-20,M
Mendoza,Lesiones leves,2021-02-20,M
Mendoza,Privación ilegal de la libertad agravada por el vínculo - Art. 142 Inciso 2,2021-02-20,M
Mendoza,Estafa,2021-02-20,F
Mendoza,Lesiones leves,2021-02-20,M
Mendoza,Hurto,2021-02-20,M
Mendoza,Homicidio,2021-02-20,M
Mendoza,Amenazas,2021-02-20,M
Mendoza,"Incumplimiento de los deberes de asist.de familia-Ley 13944 art.1,2",2020-02-28,M
Mendoza,Robo,2021-02-20,M
Mendoza,Robo,2021-02-20,M
Mendoza,Robo,2021-02-20,M
Mendoza,Robo,2021-02-20,M
Mendoza,Robo,2021-02-20,M
Mendoza,Robo,2021-02-20,M
Mendoza,Robo,2021-02-20,M
Mendoza,Robo,2021-02-20,M
Mendoza,Robo,2021-02-20,M
Mendoza,Abuso sexual,2021-02-20,M
Mendoza,Abuso sexual,2021-02-20,M
Mendoza,Abuso sexual,2021-02-20,M
Mendoza,Desobediencia a la autoridad,2021-02-20,M
Mendoza,Lesiones leves,2021-02-20,M
Mendoza,Robo,2021-02-20,M
Mendoza,Robo,2021-02-20,M
Mendoza,Robo,2021-02-20,M
Mendoza,Amenazas,2021-02-20,M
Mendoza,Amenazas,2021-02-20,M
Mendoza,Amenazas,2021-02-20,M
Mendoza,Amenazas,2021-02-21,M
Mendoza,Lesiones leves,2021-02-21,M
Mendoza,Lesiones leves,2021-02-21,M
Mendoza,Lesiones leves,2021-02-21,M
Mendoza,Lesiones leves,2021-02-21,M
Mendoza,Amenazas,2021-02-21,M
Mendoza,Amenazas,2021-02-21,M
Mendoza,Amenazas,2021-02-21,M
Mendoza,Amenazas,2021-02-21,M
Mendoza,Amenazas,2021-02-21,M
Mendoza,Amenazas,2021-02-21,M
Mendoza,Daños de una cosa mueble o inmueble o un animal,2021-02-21,M
Mendoza,Daños de una cosa mueble o inmueble o un animal,2021-02-21,M
Mendoza,Daños de una cosa mueble o inmueble o un animal,2021-02-21,M
Mendoza,Lesiones leves,2021-02-21,M
Mendoza,Robo,2021-02-21,M
Mendoza,Robo,2021-02-21,M
Mendoza,Robo,2021-02-21,M
Mendoza,Robo,2021-02-21,M
Mendoza,Robo,2021-02-21,M
Mendoza,Robo,2021-02-21,M
Mendoza,Robo,2021-02-21,M
Mendoza,Robo,2021-02-21,M
Mendoza,Amenazas,2021-02-21,M
Mendoza,Robo,2021-02-21,M
Mendoza,Robo,2021-02-21,M
Mendoza,Encubrimiento,2020-02-28,F
Mendoza,Robo,2017-02-26,M
Mendoza,Robo,2021-02-21,M
Mendoza,Robo,2021-02-21,M
Mendoza,Robo,2021-02-21,M
Mendoza,Amenazas,2021-02-21,M
Mendoza,Lesiones leves,2021-02-21,M
Mendoza,Lesiones leves,2021-02-21,M
Mendoza,Usurpación,2020-02-28,F
Mendoza,Daños de una cosa mueble o inmueble o un animal,2021-02-21,M
Mendoza,Daños de una cosa mueble o inmueble o un animal,2021-02-21,M
Mendoza,Amenazas,2021-02-21,M
Mendoza,Amenazas,2021-02-21,M
Mendoza,Amenazas,2021-02-21,M
Mendoza,Amenazas,2021-02-21,M
Mendoza,Lesiones leves,2021-02-21,M
Mendoza,Lesiones leves,2021-02-21,M
Mendoza,Robo,2021-02-21,M
Mendoza,Robo,2021-02-21,M
Mendoza,Robo,2021-02-21,M
Mendoza,Robo,2021-02-21,M
Mendoza,Amenazas,2021-02-21,M
Mendoza,Lesiones leves,2021-02-21,M
Mendoza,Lesiones leves,2021-02-21,M
Mendoza,"Tenencia ilegal de arma de guerra - Art. 189 bis, Inciso 2, Parte 2",2021-02-21,M
Mendoza,Lesiones leves,2021-02-21,M
Mendoza,Resistencia o desobediencia a un funcionario público,2021-02-21,M
Mendoza,Lesiones leves,2021-02-21,M
Mendoza,Robo,2021-02-21,M
Mendoza,Lesiones leves,2018-03-05,M
Mendoza,"Portación ilegal de armas de guerra - Art. 189 bis, Inciso 2, Parte 4",2021-02-21,M
Mendoza,"Portación ilegal de armas de guerra - Art. 189 bis, Inciso 2, Parte 4",2021-02-21,M
Mendoza,"Portación ilegal de armas de guerra - Art. 189 bis, Inciso 2, Parte 4",2021-02-21,M
Mendoza,"Portación ilegal de armas de guerra - Art. 189 bis, Inciso 2, Parte 4",2021-02-21,M
Mendoza,Lesiones leves,2021-02-21,M
Mendoza,Lesiones leves,2021-02-21,M
Mendoza,Homicidio,2021-02-21,M
Mendoza,Lesiones graves agravadas - Art. 92 Parte 2 (circunst del art. 80 en fc del art. 90),2021-02-21,M
Mendoza,Lesiones graves agravadas - Art. 92 Parte 2 (circunst del art. 80 en fc del art. 90),2021-02-21,M
Mendoza,Lesiones graves agravadas - Art. 92 Parte 2 (circunst del art. 80 en fc del art. 90),2021-02-21,M
Mendoza,Homicidio,2021-02-21,M
Mendoza,"Tenencia ilegal de arma de uso civil - Art. 189 bis, Inciso 2, Parte 1",2021-02-21,M
Mendoza,Usurpación,2019-03-11,M
Mendoza,Usurpación,2019-03-11,M
Mendoza,Usurpación,2019-03-11,M
Mendoza,Robo,2021-02-21,M
Mendoza,Robo,2021-02-21,M
Mendoza,Lesiones leves,2021-02-21,M
Mendoza,Lesiones leves,2021-02-21,M
Mendoza,Lesiones leves,2021-02-21,F
Mendoza,Lesiones leves,2021-02-21,M
Mendoza,Amenazas,2021-02-21,M
Mendoza,Amenazas,2021-02-21,M
Mendoza,Lesiones leves,2021-02-21,M
Mendoza,Resistencia o desobediencia a un funcionario público,2021-02-21,F
Mendoza,Resistencia o desobediencia a un funcionario público,2021-02-21,F
Mendoza,Resistencia o desobediencia a un funcionario público,2021-02-21,F
Mendoza,Resistencia o desobediencia a un funcionario público,2021-02-21,M
Mendoza,Resistencia o desobediencia a un funcionario público,2021-02-21,M
Mendoza,Resistencia o desobediencia a un funcionario público,2021-02-21,M
Mendoza,Resistencia o desobediencia a un funcionario público,2021-02-21,M
Mendoza,Resistencia o desobediencia a un funcionario público,2021-02-21,F
Mendoza,Resistencia o desobediencia a un funcionario público,2021-02-21,F
Mendoza,Desobediencia a la autoridad,2021-02-21,M
Mendoza,Amenazas,2021-02-21,M
Mendoza,Amenazas,2021-02-22,F
Mendoza,Amenazas,2021-02-22,M
Mendoza,Amenazas,2021-02-22,M
Mendoza,Amenazas,2021-02-22,M
Mendoza,Lesiones leves,2021-02-22,M
Mendoza,"Portación ilegal de armas de guerra - Art. 189 bis, Inciso 2, Parte 4",2021-02-22,M
Mendoza,Robo,2021-02-22,M
Mendoza,Robo,2021-02-22,M
Mendoza,Robo,2021-02-22,M
Mendoza,Robo,2021-02-22,M
Mendoza,Robo,2021-02-22,M
Mendoza,Violación de domicilio,2021-02-22,M
Mendoza,Violación de domicilio,2021-02-22,M
Mendoza,Robo,2021-02-22,M
Mendoza,Robo,2021-02-22,M
Mendoza,Robo,2021-02-22,M
Mendoza,Robo,2021-02-22,M
Mendoza,Robo,2021-02-22,M
Mendoza,Lesiones leves,2020-02-29,M
Mendoza,Robo,2021-02-22,M
Mendoza,Robo,2021-02-22,M
Mendoza,Robo,2021-02-22,M
Mendoza,Robo,2021-02-22,M
Mendoza,Robo,2021-02-22,M
Mendoza,Robo,2021-02-22,M
Mendoza,Lesiones leves,2021-02-22,M
Mendoza,Amenazas,2021-02-22,M
Mendoza,Lesiones leves,2021-02-22,M
Mendoza,Lesiones leves,2021-02-22,M
Mendoza,Desobediencia a la autoridad,2021-02-22,M
Mendoza,Lesiones leves,2020-02-29,M
Mendoza,Lesiones leves,2021-02-22,M
Mendoza,Estafa,2018-03-07,M
Mendoza,Hurto,2020-02-29,M
Mendoza,Hurto,2020-02-29,M
Mendoza,Amenazas,2019-03-08,M
Mendoza,Amenazas,2019-03-08,M
Mendoza,Resistencia o desobediencia a un funcionario público,2020-02-29,M
Mendoza,Resistencia o desobediencia a un funcionario público,2020-02-29,M
